cone_x,cone_y,water_x,water_y,theta,radii,time
719,635,920.4892578125,794.3898781709448,0.6555449086529437,256.9105958834332,193
719,635,934.09521484375,739.7786750596929,3.071719394563727,239.2582750835249,194
719,635,940.33642578125,683.3678214158926,5.4430956590507,226.55961583243044,195
719,635,942.54296875,631.0530334872938,277.6468413190066,223.57781066603167,196
719,635,942.0943603515625,589.1861363799773,279.4281359645455,227.74987095598289,197
719,635,925.7899169921875,539.6803331709757,281.210374745403,227.7013584808663,198
719,635,907.053955078125,496.85028734441863,282.73772868755776,233.34445167465447,199
719,635,879.1156005859375,459.7295453137006,283.8428958515605,237.39574098314736,200
719,635,850.0760498046875,439.0917935247521,284.1321935100445,235.7137166071361,201
719,635,817.9371337890625,435.3789724963963,283.4241274056722,222.79387573268113,202
719,635,783.73193359375,440.1162786280013,282.1329769936045,205.35308150252942,203
719,635,752.5386962890625,457.4788739771057,280.154003675907,180.66154636005498,204
719,635,720.7533569335938,485.93324552054406,277.4620891217596,149.07706581354148,205
719,635,694.7033081054688,529.4667995959041,184.13724262027242,108.29397778523438,206
719,635,673.06982421875,584.2621847882667,180.49020598976458,68.43907465590485,207
719,635,662.9092407226562,643.062632316168,92.67934292405401,56.66726847285513,208
719,635,657.5808715820312,702.5637076754022,95.44419035430037,91.3080715515892,209
719,635,658.9457397460938,753.9852210815103,97.39813955073267,133.2816454372461,210
719,635,668.0458984375,796.2816231952785,98.55479107914574,169.13923981898864,211
719,635,688.058349609375,829.3713124751927,98.87040123886098,196.81868011503545,212
719,635,713.71142578125,849.0110081857551,98.498284197698,214.0763430226483,213
719,635,749.2567138671875,864.3722635664573,7.630530609357982,231.35925317056413,214
719,635,785.8787841796875,865.2183146273246,6.301084831497552,239.73577989778465,215
719,635,825.03857421875,852.1155488030684,4.474925884845564,241.6264487890407,216
719,635,864.18505859375,826.25078796009,2.264457360318395,240.11573279197245,217
719,635,893.6475830078125,787.1055702259905,0.07710574401036534,231.59853787156015,218
719,635,911.3489990234375,733.1811473243558,2.6332998940529904,215.9575771193158,219
719,635,927.1005859375,681.3828796673587,5.135571070528371,213.20700127755538,220
719,635,933.7939453125,628.0547506725729,277.5258701372663,214.90620147201284,221
719,635,932.9833984375,586.3465748261299,279.30212377488397,219.444869131204,222
719,635,923.82958984375,550.5895103356843,280.65566033013454,221.54072230840183,223
719,635,917.226318359375,528.7331551210802,281.48880394676706,224.9140182621632,224
719,635,911.332763671875,513.825661191059,282.03493194370526,227.32160558874588,225
719,635,912.343994140625,511.8009549756808,282.15873347629406,229.25947039360068,226
719,635,923.8724365234375,514.1448007604816,282.35360958799606,237.86276385822478,227
719,635,948.162353515625,520.7428777500763,282.6738579863175,256.0665426283845,228
719,635,978.410888671875,521.3207642623247,283.4002506409694,283.2260189308777,229
719,635,995.299072265625,526.8757230208022,283.5548674270892,296.70193226050844,230
719,635,1027.715576171875,516.52234559683,284.76624246068405,330.669414315884,231
